Date,Cash,XLU,XLK,XLB,XLI,XLV,XLF,XLE,XLP,XLY,Value,Benchmark
169.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0
170.0,44.02000000000044,0.0,0.0,0.0,0.0,3425.4999999999995,0.0,0.0,6530.48,0.0,10000.0,10000.0
171.0,55.94730000000046,36.29,0.0,0.0,0.0,2335.6542,0.0,0.0,7524.299999999999,0.0,9952.1915,9977.673526692462
172.0,27.07230000000103,618.29,0.0,0.0,0.0,4206.825,0.0,0.0,5087.150000000001,0.0,9939.3373,9872.889771598806
173.0,42.02730000000096,253.575,0.0,0.0,0.0,1450.62,0.0,0.0,8232.550000000001,0.0,9978.772300000004,9816.251754956682
174.0,76.94730000000095,36.39,0.0,0.0,0.0,1484.4399999999998,0.0,0.0,8347.225,0.0,9945.002300000002,9910.968051227614
175.0,54.02730000000099,579.52,0.0,0.0,0.0,1009.0,0.0,0.0,8365.92,0.0,10008.467300000002,9866.5890490703
176.0,50.9873000000008,254.87,0.0,0.0,0.0,81.08,0.0,0.0,9636.03,0.0,10022.967300000002,9892.750744786494
177.0,74.63730000000086,439.08,0.0,0.0,0.0,490.56000000000006,0.0,0.0,9050.0,0.0,10054.2773,9901.37999520597
178.0,89.2573000000003,2796.8,0.0,2924.5800000000004,0.0,0.0,0.0,0.0,4291.66,0.0,10102.2973,9937.266719172689
179.0,42.85730000000021,3710.74,0.0,3162.0000000000005,0.0,0.0,0.0,0.0,3212.88,0.0,10128.4773,10008.560764305035
180.0,46.787300000000215,3422.4,0.0,3118.92,0.0,0.0,0.0,0.0,3530.8,0.0,10118.9073,10005.341916926343
181.0,77.3673000000002,3305.7,0.0,3236.6400000000003,0.0,40.64,0.0,0.0,3388.7,0.0,10049.0473,9970.756429133991
182.0,44.64730000000023,3520.32,0.0,2946.78,0.0,0.0,0.0,0.0,3482.3,0.0,9994.0473,9872.136424339964
183.0,72.9873000000002,3891.26,0.0,2885.87,0.0,0.0,0.0,0.0,3152.16,0.0,10002.277300000002,9811.04681025922
184.0,30.76730000000024,4051.5,0.0,3091.45,0.0,0.0,0.0,0.0,2796.3,0.0,9970.0173,9812.964421463546
185.0,78.41730000000015,3774.95,0.0,2677.64,0.0,0.0,0.0,0.0,3500.7300000000005,0.0,10031.7373,9783.85782282642
186.0,72.70730000000012,3384.68,0.0,3079.92,0.0,0.0,0.0,0.0,3581.82,0.0,10119.1273,9862.890798890525
187.0,71.70590000000001,4394.4852,0.0,3445.715,0.0,0.0,0.0,0.0,2289.105,0.0,10201.011100000002,9964.181762147724
188.0,60.57590000000013,5499.27,0.0,3674.36,0.0,0.0,0.0,0.0,975.78,0.0,10209.9859,10005.204944697462
189.0,26.25589999999952,0.0,0.0,10051.39,0.0,0.0,0.0,0.0,0.0,0.0,10077.6459,9980.755401842274
190.0,26.25589999999952,0.0,0.0,10097.46,0.0,0.0,0.0,0.0,0.0,0.0,10123.7159,9815.361435468958
191.0,9819.5184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9819.5184,9819.676060678696
192.0,9819.5184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9819.5184,9677.84131767284
193.0,8.858400000000984,0.0,9810.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9819.5184,9647.981371776872
194.0,8.858400000000984,0.0,9827.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9836.4684,9676.882512070675
195.0,8.858400000000984,0.0,9787.0995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9795.9579,9669.828442283326
196.0,44.13660000000098,0.0,9799.56,0.0,111.4218,0.0,0.0,0.0,0.0,0.0,9955.1184,9671.335136801014
197.0,37.19660000000093,0.0,8427.36,0.0,1362.71,0.0,0.0,0.0,0.0,0.0,9827.2666,9777.00921138239
198.0,44.75660000000093,0.0,8910.720000000001,0.0,925.75,0.0,0.0,0.0,0.0,0.0,9881.226600000002,9685.306304146834
199.0,50.70660000000092,0.0,8570.25,0.0,1310.05,0.0,0.0,0.0,0.0,0.0,9931.0066,9706.263055165564
200.0,16.20660000000092,0.0,7586.32,0.0,2084.49,0.0,0.0,0.0,0.0,0.0,9687.0166,9782.488100537616
201.0,24.761600000000985,0.0,9024.915,0.0,506.24,0.0,0.0,0.0,0.0,0.0,9555.9166,9550.594117042769
202.0,24.221600000001025,0.0,9573.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9597.5816,9434.030750265383
203.0,46.24160000000112,0.0,8881.425,0.0,654.66,0.0,0.0,0.0,0.0,0.0,9582.3266,9450.056501044412
204.0,55.18160000000106,0.0,8249.64,0.0,1233.18,0.0,0.0,0.0,0.0,0.0,9538.0016,9451.289251104336
205.0,21.19660000000116,0.0,8943.55,0.0,460.395,0.0,0.0,0.0,0.0,0.0,9425.1416,9413.621888162172
206.0,16.97660000000116,0.0,9004.12,0.0,354.20000000000005,0.0,0.0,0.0,0.0,0.0,9375.296600000003,9283.224326267848
207.0,40.556600000001154,0.0,9100.14,0.0,248.64,0.0,0.0,0.0,0.0,0.0,9389.3366,9268.431325548743
208.0,50.99160000000116,0.0,9519.025,0.0,72.37,0.0,0.0,0.0,0.0,0.0,9642.386600000002,9313.28973050714
209.0,83.83160000000117,0.0,9339.0,0.0,181.1,0.0,0.0,0.0,0.0,0.0,9603.931600000002,9498.270725610382
210.0,46.0516000000012,0.0,8971.24,0.0,616.59,0.0,0.0,0.0,0.0,0.0,9633.8816,9504.571448138888
211.0,54.1816000000012,0.0,9549.35,0.0,183.7,0.0,0.0,0.0,0.0,0.0,9787.231600000005,9526.623976988663
212.0,40.12160000000125,0.0,8170.950000000001,0.0,1617.66,0.0,0.0,0.0,0.0,0.0,9828.7316,9650.720816354484
213.0,79.03630000000118,0.0,8683.458700000001,0.0,1027.32,0.0,0.0,0.0,0.0,0.0,9789.815000000002,9631.133787624558
214.0,12.656300000001067,0.0,9834.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9847.046300000002,9580.79649351094
215.0,12.656300000001067,0.0,9885.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9897.8963,9656.062733280827
216.0,12.656300000001067,0.0,9875.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9887.7263,9697.291374173885
217.0,12.656300000001067,0.0,9861.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9874.1663,9698.866554806013
218.0,12.656300000001067,0.0,9842.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9855.5213,9652.843885902132
219.0,12.656300000001067,0.0,9746.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9758.9063,9636.33873232202
220.0,12.656300000001067,0.0,9802.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9814.8413,9651.611135842208
221.0,12.656300000001067,0.0,9753.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9765.6863,9683.525665171386
222.0,12.656300000001067,0.0,9776.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9789.4163,9711.810430435227
223.0,12.656300000001067,0.0,9908.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9921.6263,9715.097763928365
224.0,12.656300000001067,0.0,9892.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9904.6763,9778.721364243398
225.0,12.656300000001067,0.0,9820.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9833.4863,9783.104475567578
226.0,12.656300000001067,0.0,9725.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9738.5663,9721.26151422799
227.0,12.656300000001067,0.0,9844.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9857.2163,9681.060165051536
228.0,12.656300000001067,0.0,9990.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10002.9863,9795.979865082352
229.0,12.656300000001067,0.0,9939.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9952.1363,9908.502551107762
230.0,12.656300000001067,0.0,9956.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9969.0863,9833.304797452316
231.0,12.656300000001067,0.0,9814.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9826.7063,9887.27185563127
232.0,12.656300000001067,0.0,9786.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9799.5863,9794.541656679108
233.0,12.656300000001067,0.0,9732.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9745.3463,9770.640002739445
234.0,12.656300000001067,0.0,9722.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9735.1763,9723.86398657672
235.0,12.656300000001067,0.0,9614.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9626.6963,9712.01588877855
236.0,12.656300000001067,0.0,9780.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9792.8063,9604.698147450605
237.0,12.656300000001067,0.0,10105.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10118.2463,9767.42115536075
238.0,12.656300000001067,0.0,10041.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10053.8363,10015.546347977946
239.0,12.656300000001067,0.0,10000.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10013.1563,9994.658083073657
240.0,12.656300000001067,0.0,9987.3468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.003100000002,10043.283224326267
241.0,12.656300000001067,0.0,9949.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9962.3063,10011.91658391261
242.0,9979.2563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9979.2563,9979.45416566791
243.0,9979.2563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9979.2563,10005.958291956304
244.0,9979.2563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9979.2563,10081.977878985032
245.0,16.19629999999961,9963.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9979.2563,10081.498476183951
246.0,16.19629999999961,9991.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10007.4563,10072.115878505632
247.0,16.19629999999961,9943.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9959.5163,10083.48457350272
248.0,16.19629999999961,9982.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9998.9963,10085.47067082149
249.0,16.19629999999961,10061.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10077.9563,10142.382631921377
