Date,Cash,XLU,XLK,XLB,XLI,XLV,XLF,XLE,XLP,XLY,Value,Benchmark
169.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,6.848611444029722
170.0,91.50493199999984,0.0,94.0,25.0,12.0,0.0,412.0,2.0,0.0,3.0,10000.0,6.848611444029722
171.0,154.86982699999976,0.0,26.0,1.0,28.0,0.0,553.0,5.0,0.0,10.0,9854.357792,6.848611444029722
172.0,66.1883449999998,0.0,96.0,13.0,13.0,0.0,447.0,1.0,0.0,3.0,9792.818086,6.848611444029722
173.0,118.16985699999988,0.0,76.0,1.0,15.0,0.0,475.0,0.0,0.0,17.0,9896.104207,6.848611444029722
174.0,64.01769699999979,0.0,108.0,11.0,19.0,0.0,403.0,1.0,0.0,4.0,9854.378732,6.848611444029722
175.0,99.0945549999998,0.0,76.0,40.0,6.0,0.0,400.0,0.0,0.0,14.0,9874.963555,6.848611444029722
176.0,166.43643499999962,0.0,97.0,11.0,16.0,0.0,360.0,1.0,0.0,23.0,9878.133355,6.848611444029722
177.0,166.86652699999956,0.0,81.0,13.0,33.0,0.0,412.0,0.0,0.0,6.0,9943.348875,6.848611444029722
178.0,128.90574999999973,0.0,63.0,0.0,25.0,0.0,521.0,0.0,0.0,5.0,10044.878363,6.848611444029722
179.0,34.5957369999997,0.0,21.0,0.0,4.0,0.0,662.0,0.0,0.0,12.0,10036.383103,6.848611444029722
180.0,52.41816599999971,0.0,21.0,0.0,3.0,0.0,689.0,0.0,0.0,5.0,10022.847663,6.848611444029722
181.0,36.801403999999714,0.0,5.0,0.0,5.0,0.0,711.0,0.0,0.0,8.0,9953.619485,6.848611444029722
182.0,43.53323899999953,0.0,35.0,0.0,9.0,0.0,626.0,0.0,0.0,9.0,9943.226165000002,6.848611444029722
183.0,74.35717799999941,0.0,0.0,0.0,4.0,0.0,743.0,0.0,0.0,2.0,9983.875497,6.848611444029722
184.0,47.7324959999994,0.0,14.0,0.0,10.0,0.0,681.0,0.0,0.0,6.0,9851.283004999998,6.848611444029722
185.0,66.94512799999944,0.0,31.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,9958.180008,6.848611444029722
186.0,78.10013799999943,0.0,27.0,0.0,7.0,0.0,675.0,0.0,0.0,1.0,10026.919387999997,6.848611444029722
187.0,65.7773019999995,0.0,5.0,0.0,39.0,17.0,583.0,0.0,0.0,1.0,10136.821612999998,6.848611444029722
188.0,71.92801799999965,0.0,10.0,0.0,20.0,4.0,601.0,0.0,0.0,19.0,10155.911056,6.848611444029722
189.0,146.31999200000024,86.0,1.0,0.0,38.0,5.0,330.0,0.0,19.0,1.0,10010.086012,6.848611444029722
190.0,119.96898399999992,54.0,7.0,0.0,23.0,3.0,362.0,0.0,37.0,14.0,9998.266012,6.848611444029722
191.0,118.51494099999996,77.0,19.0,3.0,20.0,0.0,269.0,0.0,51.0,6.0,9865.229322,6.848611444029722
192.0,144.16131699999966,72.0,58.0,7.0,38.0,2.0,245.0,0.0,6.0,7.0,9835.476822,6.848611444029722
193.0,95.6925369999995,95.0,0.0,19.0,4.0,1.0,311.0,0.0,32.0,6.0,9861.144667,6.848611444029722
194.0,106.95869399999977,115.0,0.0,1.0,13.0,5.0,358.0,0.0,5.0,1.0,9839.291796,6.848611444029722
195.0,113.00850999999996,80.0,0.0,31.0,0.0,21.0,350.0,0.0,9.0,1.0,9905.42501,6.848611444029722
196.0,148.0716459999997,53.0,0.0,7.0,0.0,4.0,526.0,0.0,2.0,11.0,9959.58341,6.848611444029722
