Date,Symbol,Quantity,Value
170,XLF,531,6827.751458999999
170,XLI,1,36.965
170,XLB,54,2016.09
170,XLK,34,1064.54
171,XLY,10,468.4
171,XLF,-111,-1405.637955
171,XLB,-38,-1396.12
171,XLK,75,2315.25
172,XLY,1,46.52
172,XLF,-85,-1069.487255
172,XLI,36,1308.06
172,XLB,-1,-36.56
172,XLK,-9,-275.85
173,XLY,-11,-516.89
173,XLF,192,2438.3896320000003
173,XLI,-21,-770.28
173,XLB,19,703.1899999999999
173,XLK,-60,-1862.7
174,XLY,4,187.16
174,XLE,5,367.175
174,XLF,-98,-1240.61581
174,XLI,-16,-584.64
174,XLB,-26,-956.54
174,XLK,74,2281.05
175,XLY,15,701.4
175,XLE,-3,-221.4
175,XLF,-30,-381.48558
175,XLI,16,587.1856
175,XLB,1,36.92
175,XLK,-25,-769.0
176,XLY,-3,-140.01
176,XLE,-1,-73.93
176,XLF,-65,-828.135555
176,XLI,-9,-329.76
176,XLB,7,257.04
176,XLK,35,1078.0
177,XLY,-7,-329.28
177,XLE,-1,-73.02
177,XLF,65,835.524885
177,XLI,13,478.79
177,XLB,-8,-292.4
177,XLK,-20,-619.2
178,XLY,12,569.64
178,XLE,1,73.755
178,XLF,103,1343.640459
178,XLI,-6,-222.24
178,XLK,-46,-1428.3
178,XLB,-8,-296.16
179,XLY,-8,-380.88
179,XLE,-1,-73.58
179,XLF,135,1760.534055
179,XLI,12,445.92
179,XLK,-57,-1760.73
180,XLY,6,285.12
180,XLE,5,368.5
180,XLF,-34,-443.117682
180,XLI,-21,-778.47
180,XLK,20,611.4
181,XLY,1,46.76
181,XLE,-3,-221.4
181,XLF,-49,-634.6318789999999
181,XLI,4,146.56
181,XLK,21,633.78
182,XLY,-2,-92.94
182,XLE,-2,-144.84
182,XLF,-12,-155.322612
182,XLI,29,1052.6999999999998
182,XLK,-23,-691.38
183,XLY,-5,-231.3
183,XLE,1,72.96
183,XLF,-60,-780.99798
183,XLI,17,618.9699999999999
183,XLK,10,299.40000000000003
184,XLY,-11,-508.75
184,XLE,3,217.68
184,XLF,113,1450.692757
184,XLI,-45,-1640.2500000000002
184,XLK,17,508.64
185,XLY,12,560.52
185,XLE,-2,-145.86
185,XLF,-8,-103.873216
185,XLI,17,623.9000000000001
185,XLK,-30,-902.1
186,XLY,-14,-659.82
186,XLE,-1,-74.09
186,XLF,-120,-1567.8424799999998
186,XLK,76,2316.48
187,XLY,26,1232.4
187,XLE,-1,-75.02
187,XLF,11,145.549987
187,XLV,1,41.33
187,XLI,9,335.835
187,XLK,-56,-1697.92
188,XLY,-21,-996.03
188,XLE,9,675.09
188,XLF,91,1206.681658
188,XLV,21,868.1400000000001
188,XLI,-22,-823.24
188,XLK,-32,-958.88
189,XLY,-5,-232.9
189,XLP,88,3142.48
189,XLE,-7,-516.81
189,XLF,-284,-3715.172696
189,XLV,-21,-852.6
189,XLI,9,331.11
189,XLK,13,380.77
189,XLU,37,1373.07
190,XLY,4,185.72
190,XLP,-75,-2679.7499999999995
190,XLE,2,146.92
190,XLF,-9,-117.734346
190,XLV,5,203.15
190,XLI,-2,-73.38
190,XLK,16,471.84
190,XLU,53,1961.53
191,XLY,3,138.18
191,XLP,16,564.0
191,XLE,-4,-287.0
191,XLF,-64,-823.190336
191,XLV,18,721.6200000000001
191,XLI,4,145.28
191,XLB,21,758.8875
191,XLK,-26,-758.4200000000001
191,XLU,-15,-550.0500000000001
192,XLY,5,229.4
192,XLP,-23,-810.75
192,XLE,1,71.2
192,XLF,17,218.659933
192,XLV,-19,-763.04
192,XLI,19,685.71
192,XLB,-20,-722.4
192,XLK,10,290.0
192,XLU,23,837.1999999999999
193,XLY,-12,-549.24
193,XLP,25,886.75
193,XLE,1,71.87
193,XLF,98,1263.69334
193,XLV,22,890.56
193,XLI,-28,-1016.12
193,XLB,37,1333.48
193,XLU,-65,-2377.7
193,XLK,-17,-491.98
194,XLY,4,183.68
194,XLP,-17,-600.95
194,XLE,-2,-143.92
194,XLF,155,1988.629695
194,XLV,-6,-241.92
194,XLI,33,1198.56
194,XLB,-34,-1227.74
194,XLU,-32,-1170.56
195,XLY,-2,-92.1434
195,XLP,-5,-176.95
195,XLF,-165,-2130.23283
195,XLV,-17,-680.4913
195,XLB,39,1405.1778
195,XLU,94,3468.1488000000004
195,XLI,-49,-1787.9806
196,XLY,6,279.6
196,XLP,-8,-283.28
196,XLE,2,144.4934
196,XLF,58,758.026012
196,XLV,16,645.76
196,XLB,-21,-771.3299999999999
196,XLU,-20,-730.1999999999999
197,XLY,10,465.711
197,XLP,50,1760.0000000000002
197,XLE,-2,-142.12
197,XLF,2,25.984706
197,XLV,-2,-80.28
197,XLB,6,216.42
197,XLU,-63,-2284.38
198,XLY,-18,-840.42
198,XLP,-7,-245.98
198,XLE,7,501.19999999999993
198,XLF,-35,-453.876885
198,XLV,-16,-642.56
198,XLB,-21,-762.72
198,XLU,70,2496.9
199,XLY,33,1549.02
199,XLP,-15,-531.0
199,XLE,-7,-509.25
199,XLF,-32,-419.6504
199,XLV,-1,-40.2
199,XLB,35,1284.5
199,XLU,-36,-1284.84
200,XLY,-25,-1159.5
200,XLP,69,2413.6338
200,XLE,1,70.85
200,XLF,37,469.29712200000006
200,XLV,4,158.12
200,XLB,-14,-506.1
200,XLU,-42,-1467.48
201,XLY,10,456.4
201,XLP,-56,-1937.6
201,XLE,1,69.57
201,XLF,48,603.290976
201,XLV,10,390.6
201,XLB,-16,-570.08
201,XLU,27,941.814
202,XLY,-16,-726.72
202,XLP,-32,-1107.2
202,XLE,6,417.3
202,XLF,-5,-62.93132
202,XLV,-7,-274.19
202,XLB,-2,-71.12
202,XLU,52,1802.84
203,XLY,-2,-90.92
203,XLP,29,1003.4
203,XLF,-24,-302.557536
203,XLV,-6,-236.22
203,XLB,20,711.2
203,XLU,-15,-515.7
203,XLE,-8,-557.52
204,XLY,7,319.13
204,XLP,-13,-449.54
204,XLF,45,563.4585900000001
204,XLV,-1,-39.22
204,XLB,-10,-355.0
205,XLY,9,404.19
205,XLP,-16,-547.52
205,XLF,43,528.8138710000001
205,XLV,2,77.48
205,XLB,-13,-453.6350000000001
206,XLY,3,134.64
206,XLP,7,239.33
206,XLF,-3,-36.979254
206,XLV,15,579.6
206,XLB,8,278.24
206,XLU,-35,-1192.45
207,XLY,-18,-813.2634
207,XLP,33,1135.53
207,XLF,10,124.0762
207,XLV,-11,-428.23
207,XLB,-15,-522.9
207,XLU,14,481.04
208,XLY,2,92.3
208,XLP,-50,-1748.5
208,XLF,68,859.659332
208,XLV,-6,-236.04
208,XLB,19,681.055
208,XLU,11,378.29
209,XLY,-3,-139.14
209,XLP,48,1684.8000000000002
209,XLF,-40,-508.32264
209,XLV,5,197.8
209,XLB,-7,-251.16000000000005
209,XLU,-30,-1029.9
210,XLY,19,884.26
210,XLP,-29,-1019.35
210,XLF,47,597.2791020000001
210,XLV,6,237.18
210,XLB,1,35.94
210,XLU,-21,-717.78
211,XLY,-15,-707.4
211,XLP,30,1070.1
211,XLF,-114,-1466.307786
211,XLV,13,520.26
211,XLB,1,36.4
211,XLU,18,613.6200000000001
212,XLP,-48,-1699.6799999999998
212,XLF,28,358.781584
212,XLV,-18,-717.156
212,XLB,-9,-327.87
212,XLU,67,2312.84
213,XLY,12,561.0
213,XLP,7,247.66000000000005
213,XLF,-15,-190.49919
213,XLV,-2,-79.2
213,XLB,8,290.12
213,XLU,-25,-865.25
214,XLY,-13,-615.68
214,XLP,20,714.4
214,XLF,-106,-1351.358702
214,XLI,38,1406.0
214,XLB,5,182.1
214,XLU,-8,-278.16
215,XLP,-22,-790.02
215,XLF,21,269.077662
215,XLV,-4,-160.76
215,XLI,-25,-930.25
215,XLB,14,513.38
215,XLU,30,1048.5
216,XLY,10,475.3
216,XLP,21,756.84
216,XLF,61,780.640668
216,XLV,16,643.84
216,XLI,-12,-445.56000000000006
216,XLB,-26,-954.2
216,XLU,-36,-1271.52
217,XLY,-9,-425.52
217,XLP,44,1579.5780000000002
217,XLF,-7,-89.240669
217,XLV,-10,-401.499
217,XLI,9,330.57
217,XLB,-5,-180.10000000000002
217,XLU,-23,-807.3000000000001
218,XLY,14,659.12
218,XLP,-37,-1325.525
218,XLF,-21,-267.03990600000003
218,XLV,-5,-201.175
218,XLI,21,774.27
218,XLB,19,685.615
218,XLU,-8,-279.36
219,XLY,-4,-187.76
219,XLP,-30,-1076.7
219,XLF,99,1274.176431
219,XLV,24,968.88
219,XLI,-24,-894.24
219,XLB,3,106.98
219,XLU,-5,-177.25
220,XLY,-13,-614.12
220,XLP,77,2766.61
220,XLF,-138,-1781.72766
220,XLV,-26,-1049.1
220,XLI,10,372.5
220,XLB,8,286.0
221,XLY,7,331.94
221,XLP,-72,-2604.96
221,XLF,71,923.892612
221,XLV,16,647.68
221,XLI,-14,-524.93
221,XLB,-8,-288.4
221,XLU,43,1524.5649999999998
222,XLY,-4,-188.6
222,XLP,17,614.38
222,XLF,-154,-1999.559408
222,XLV,-13,-528.4499999999999
222,XLI,56,2110.08
222,XLB,-16,-580.48
222,XLU,15,532.05
223,XLP,-14,-506.24
223,XLF,48,626.357424
223,XLV,-3,-123.24
223,XLI,6,226.56
223,XLB,7,255.99
223,XLU,-13,-462.15
224,XLP,-4,-144.32
224,XLF,34,445.602436
224,XLV,7,287.14000000000004
224,XLI,-60,-2269.2
224,XLB,33,1203.84
224,XLU,13,461.37
225,XLY,-4,-188.2
225,XLP,2,72.04
225,XLF,3,39.122979
225,XLV,3,122.01
225,XLI,28,1055.6
225,XLB,-40,-1455.2
225,XLU,10,353.5
226,XLP,1,35.96
226,XLF,19,246.853168
226,XLV,-3,-121.53
226,XLI,-24,-902.88
226,XLB,41,1502.65
226,XLU,-22,-774.62
227,XLY,9,429.21
227,XLP,6,216.24
227,XLF,-38,-503.889044
227,XLV,-3,-122.49
227,XLI,-3,-113.91
227,XLB,-6,-222.12
227,XLU,10,357.5
228,XLY,-1,-48.25
228,XLP,-17,-612.51
228,XLF,-63,-847.672686
228,XLV,-1,-41.135
228,XLI,61,2346.365
228,XLB,-36,-1348.92
228,XLU,15,540.0
229,XLY,4,191.64
229,XLP,7,249.69
229,XLF,75,1003.044
229,XLV,-3,-122.13
229,XLI,-37,-1415.25
229,XLB,27,1007.1
229,XLU,-25,-893.2499999999999
230,XLY,-6,-288.06
230,XLP,18,645.66
230,XLF,19,257.65299600000003
230,XLV,6,244.62
230,XLI,11,422.9500000000001
230,XLB,-17,-640.2199999999999
230,XLU,-18,-645.1308
231,XLY,-2,-94.56
231,XLP,-19,-668.23
231,XLF,-85,-1131.951715
231,XLI,22,834.46
231,XLB,-12,-444.0
231,XLU,42,1483.02
232,XLY,-3,-141.96
232,XLF,173,2299.640214
232,XLV,11,440.55
232,XLI,-47,-1777.54
232,XLB,25,929.75
232,XLU,-50,-1757.9999999999998
233,XLY,4,187.32
233,XLP,1,34.76
233,XLF,-115,-1528.19567
233,XLB,-14,-523.88
233,XLU,54,1882.44
234,XLY,-3,-140.67000000000002
234,XLP,30,1044.6
234,XLF,-4,-52.975988
234,XLV,-5,-199.25
234,XLI,18,677.34
234,XLB,5,186.45
234,XLU,-45,-1565.9999999999998
235,XLY,-2,-93.02
235,XLP,-14,-482.30000000000007
