Date,Symbol,Quantity,Value
572,XLI,-261,-13786.02
574,XLY,-214,-13565.46
574,XLF,776,13604.402872
578,XLF,1,17.986177
579,XLF,-1,-17.969936
582,XLF,1,17.65731
583,XLF,-1,-17.750692
586,XLF,1,17.840013
587,XLF,-1,-17.896855
591,XLF,1,18.099859
593,XLF,-1,-18.17294
594,XLY,214,14145.4
594,XLF,-776,-14140.008936
606,XLY,-214,-14141.12
606,XLV,233,14138.44
616,XLY,213,14409.45
616,XLV,-233,-14411.05
640,XLY,-213,-14134.68
640,XLF,778,14138.54732
660,XLF,-48,-914.785872
660,XLU,21,910.56
661,XLF,-51,-962.020905
661,XLB,5,250.25
661,XLU,15,642.9
662,XLP,9,408.15
662,XLF,-58,-1099.714626
662,XLB,-5,-250.25
662,XLU,21,896.07
663,XLP,1,45.37
663,XLF,111,2110.034298
663,XLB,7,349.86
663,XLU,-57,-2452.71
664,XLP,-5,-225.25
664,XLB,-3,-149.25
664,XLU,338,14283.88
664,XLF,-732,-13902.933096
665,XLP,75,3395.2500000000005
665,XLI,2,107.94
665,XLB,7,348.74
665,XLU,-92,-3899.88
666,XLP,-36,-1641.96
666,XLI,4,217.08
666,XLB,-5,-250.25
666,XLU,38,1631.34
667,XLP,31,1410.81
667,XLI,-5,-272.4
667,XLB,-4,-201.4
667,XLU,-20,-857.0
668,XLP,21,957.6
668,XLI,-1,-54.74
668,XLB,5,253.45
668,XLU,-28,-1191.12
669,XLP,-58,-2634.94
669,XLI,12,653.16
669,XLB,-7,-353.08
669,XLU,55,2339.7
670,XLP,34,1541.9
670,XLI,-10,-538.2
670,XLU,-23,-971.06
671,XLP,-37,-1663.15
671,XLI,3,160.14
671,XLB,7,351.12
671,XLU,27,1136.7
672,XLP,-2,-91.06
672,XLB,-2,-101.36
672,XLU,4,167.8
673,XLP,45,2021.85
673,XLI,-2,-105.64
673,XLB,-3,-149.73
673,XLU,-41,-1709.7
674,XLP,-66,-2976.6
674,XLI,-1,-53.31
674,XLB,-2,-100.8
674,XLU,98,4092.48
675,XLP,27,1217.43
675,XLB,3,150.57
675,XLU,-32,-1344.96
676,XLP,15,676.65
676,XLI,1,53.15
676,XLB,-1,-49.59
676,XLU,-17,-715.5300000000001
677,XLP,18,806.85
677,XLB,5,242.1
677,XLU,-25,-1058.25
678,XLP,-10,-449.1
678,XLI,3,156.27
678,XLB,-6,-289.79999999999995
678,XLU,15,634.0500000000001
679,XLP,-3,-136.32
679,XLI,-6,-316.79999999999995
679,XLB,7,339.08
679,XLU,2,85.08
680,XLP,-4,-181.84
680,XLB,-1,-48.43
680,XLU,6,255.24
681,XLP,-12,-542.28
681,XLI,2,102.72
681,XLB,-3,-142.74
681,XLU,13,552.24
682,XLI,-1,-52.28
682,XLB,-3,-144.60000000000002
682,XLU,51,2215.44
682,XLP,-43,-1971.55
683,XLB,-1,-47.02
683,XLU,1,42.73
684,XLB,6,277.79999999999995
684,XLU,-6,-257.58
685,XLI,4,198.16
685,XLB,-6,-270.66
685,XLU,2,85.78
686,XLI,-5,-251.15
686,XLB,9,407.25
686,XLU,-4,-173.12
687,XLB,340,15490.4
687,XLU,-362,-15461.02
698,XLI,31,1694.77
698,XLB,-37,-1757.87
699,XLI,-31,-1711.51
699,XLB,36,1742.4
700,XLB,1,48.06
701,XLB,-1,-47.56
702,XLI,302,16745.9
702,XLB,-348,-16710.960000000003
710,XLE,198,16980.48
710,XLI,-302,-16981.46
730,XLY,214,14661.14
730,XLE,-198,-14653.98
731,XLE,193,14876.44
731,XLY,-214,-14941.479999999998
738,XLE,-193,-15517.2
738,XLB,316,15556.679999999998
761,XLE,1,77.86
761,XLB,-313,-15061.56
761,XLK,370,14914.7
762,XLE,-1,-79.99
762,XLB,7,344.26
762,XLK,-5,-203.85
763,XLB,-9,-439.74
763,XLK,9,367.65
764,XLE,1,79.8
764,XLB,5,250.2
764,XLK,-8,-329.84
765,XLE,-1,-79.82
765,XLB,305,15225.6
765,XLK,-366,-15042.6
775,XLE,201,16122.21
775,XLB,-311,-16131.57
802,XLE,-201,-15589.56
802,XLI,281,15567.4
805,XLE,2,158.34
805,XLF,780,15276.963
805,XLI,-277,-15434.44
806,XLE,1,78.53
806,XLF,1,19.658932
806,XLI,-2,-111.82
807,XLE,-3,-239.37
807,XLF,10,196.87352
808,XLF,-4,-78.733168
808,XLI,2,113.94
809,XLE,3,238.02
809,XLF,-7,-138.294618
809,XLI,-2,-112.86
810,XLE,3,242.31
810,XLF,-7,-138.294618
810,XLI,-2,-113.0
811,XLE,-6,-496.2000000000001
811,XLF,23,456.077465
811,XLI,1,56.6
812,XLF,-22,-436.873272
812,XLI,7,395.36
813,XLF,4,78.37588
814,XLE,2,164.44
814,XLF,9,177.076548
814,XLI,-6,-338.70000000000005
815,XLF,-4,-78.31092
815,XLI,1,56.38
816,XLE,2,163.78
816,XLF,-1,-19.715773
816,XLI,-3,-169.86
817,XLE,-4,-329.8
817,XLF,16,315.972048
817,XLI,1,56.56
818,XLE,1,81.98
818,XLF,-1,-19.715773
818,XLI,-1,-56.32
819,XLE,-1,-81.89
819,XLF,1,19.642691
819,XLI,1,56.3
820,XLF,-27,-533.422098
820,XLI,8,451.2
821,XLF,-1,-19.748253
821,XLI,2,112.24
822,XLE,1,82.68
822,XLF,16,313.50352
822,XLI,-8,-445.04
823,XLF,16,316.231904
823,XLI,-3,-168.99
823,XLE,-1,-82.87
833,XLP,1,49.75
833,XLF,-23,-461.30686
833,XLU,8,354.56
834,XLF,10,201.70502
834,XLU,-4,-177.96
835,XLF,-1,-20.284185
836,XLP,2,98.7
836,XLF,-9,-182.046087
836,XLU,2,89.32
837,XLP,-3,-148.38
837,XLF,6,121.071732
837,XLU,1,44.64
838,XLP,3,147.75
838,XLF,4,80.746972
838,XLU,-6,-267.42
839,XLP,-3,-146.57999999999998
839,XLF,2,39.918756
839,XLU,3,132.87
840,XLP,1,49.17
840,XLF,2,40.357244
840,XLU,-3,-133.41
841,XLP,4,196.4
841,XLF,-9,-181.388358
841,XLU,1,44.57
842,XLP,-2,-97.58
842,XLF,-4,-79.902472
842,XLU,4,178.0
843,XLP,-2,-97.58
843,XLF,11,219.91044900000003
843,XLU,-3,-133.68
844,XLP,2,97.32
844,XLF,-8,-160.194712
844,XLU,1,43.97
845,XLF,3,60.58458900000001
845,XLU,-2,-86.64
846,XLF,1,20.016219
846,XLU,1,43.26
847,XLP,-1,-47.59
847,XLF,-12,-241.558812
847,XLU,6,256.32
848,XLP,1,47.57
848,XLF,14,280.113386
848,XLU,-7,-297.29
849,XLP,174,8317.199999999999
849,XLU,177,7499.49
849,XLF,-789,-15824.83098
850,XLP,15,724.0500000000001
850,XLU,-17,-723.86
852,XLP,-27,-1297.62
852,XLU,31,1318.74
853,XLP,21,1001.91
853,XLU,-24,-1019.28
854,XLP,-9,-434.07
854,XLU,10,426.7000000000001
855,XLP,2,96.98
855,XLU,-3,-129.09
856,XLP,-13,-637.39
856,XLU,15,654.0
857,XLP,-23,-1119.1799999999998
857,XLU,27,1155.33
858,XLP,46,2247.1
858,XLU,-53,-2264.69
859,XLP,-2,-97.28
859,XLU,2,84.3
860,XLP,30,1452.6
860,XLU,-35,-1463.7
861,XLP,-3,-144.99
861,XLU,4,166.16
862,XLP,40,1937.2
862,XLU,-46,-1922.34
863,XLP,-42,-2002.56
863,XLI,1,54.03
863,XLB,1,48.24
863,XLU,45,1870.65
864,XLP,11,523.6
864,XLI,-1,-54.06
864,XLB,4,193.56
864,XLU,-17,-704.82
865,XLP,33,1590.93
865,XLI,2,108.66
865,XLB,3,145.98
865,XLU,-44,-1835.24
866,XLP,-54,-2601.1800000000003
866,XLI,-1,-54.23
866,XLB,-5,-242.55
866,XLU,69,2913.87
867,XLP,-16,-770.08
867,XLI,-1,-54.02
867,XLB,7,336.77
867,XLU,12,508.8
868,XLP,-18,-884.16
868,XLB,-8,-383.6
868,XLU,28,1216.6
869,XLP,-21,-1019.97
869,XLI,1,53.48
869,XLU,23,994.06
870,XLP,3,145.82999999999998
870,XLI,2,107.22
870,XLB,-1,-47.04
870,XLU,-6,-256.44
871,XLP,20,983.6
871,XLI,-2,-108.34
871,XLU,-20,-859.4
872,XLP,16,794.24
872,XLI,-1,-54.77
872,XLB,2,96.44
872,XLU,-18,-773.82
873,XLP,-30,-1491.6
873,XLI,1,54.92
873,XLB,-2,-96.98
873,XLU,34,1459.62
874,XLP,26,1289.34
874,XLI,-1,-54.69
874,XLB,4,192.44
874,XLU,-32,-1380.48
875,XLP,-30,-1503.0
875,XLB,4,191.96
875,XLU,29,1269.62
876,XLP,-70,-3504.9
876,XLB,-7,-333.62
876,XLU,89,3858.15
877,XLP,68,3410.88
877,XLI,1,54.93
877,XLB,1,47.26
877,XLU,-82,-3536.6600000000003
878,XLP,-13,-650.52
878,XLI,4,217.36
878,XLB,-1,-46.97
878,XLU,11,470.14
879,XLP,55,2758.25
879,XLI,-2,-108.2
879,XLB,-2,-93.54
879,XLU,-58,-2489.94
880,XLP,9,449.64
880,XLI,-2,-107.2
880,XLU,-8,-338.32
881,XLP,47,2334.96
881,XLI,-1,-52.9
881,XLB,2,90.16
881,XLU,-58,-2455.14
882,XLP,-56,-2780.4
882,XLI,5,263.2
882,XLB,5,222.9
882,XLU,56,2400.72
883,XLI,-5,-268.29999999999995
883,XLB,2,91.02
883,XLU,228,9819.96
883,XLP,-192,-9640.32
884,XLB,-5,-229.2
884,XLU,4,172.92
885,XLU,6,261.29999999999995
885,XLB,-4,-184.28
901,XLI,333,17136.18
901,XLU,-381,-17164.05
922,XLI,-5,-251.85
922,XLB,4,164.96
923,XLI,-4,-200.08
923,XLB,6,242.16
924,XLI,5,248.55
924,XLB,-6,-241.5
925,XLI,-11,-547.9100000000001
925,XLB,13,522.6
926,XLI,35,1709.05
926,XLB,-17,-662.1500000000001
927,XLE,2,119.58
927,XLI,-3,-147.45
928,XLE,-2,-122.4
928,XLI,-30,-1496.7
928,XLB,41,1636.72
929,XLE,1,61.32
929,XLI,29,1443.62
929,XLB,-36,-1453.32
930,XLE,-1,-63.85
930,XLI,-3,-151.23
930,XLB,3,124.08
931,XLI,-24,-1244.16
931,XLB,29,1230.76
932,XLB,390,16766.100000000002
932,XLI,-322,-16676.38
963,XLF,978,19528.213044
963,XLB,-427,-19522.44
966,XLF,-33,-658.391514
966,XLB,14,638.26
967,XLF,-8,-159.155336
967,XLV,4,286.24
967,XLB,-3,-137.91
968,XLF,-6,-119.463942
968,XLV,-3,-215.85
968,XLB,7,319.76
969,XLF,-4,-79.837512
969,XLV,1,72.09
969,XLB,1,45.62
970,XLF,20,398.86276
970,XLV,-2,-142.22
970,XLB,-6,-274.38
971,XLF,25,504.05955
971,XLB,-11,-506.55
972,XLF,-1,-19.926897
972,XLV,1,71.7
972,XLB,-2,-90.86
973,XLF,-18,-352.83762
973,XLV,-1,-70.13
973,XLB,9,405.27
974,XLF,25,503.044525
974,XLB,-9,-412.38
976,XLE,4,246.4
976,XLF,-18,-354.299256
976,XLV,1,71.54
977,XLE,-1,-62.41
977,XLF,5,97.279635
977,XLV,-1,-70.82
978,XLV,1,71.35
979,XLE,1,60.46
979,XLF,-12,-228.50158800000003
979,XLV,2,140.6
980,XLF,-1,-19.0824
981,XLF,27,527.283243
981,XLV,-3,-215.04
981,XLE,-4,-249.24
984,XLF,-1,-18.919996
985,XLV,263,18707.19
985,XLF,-978,-18686.41128
988,XLB,432,19055.52
988,XLV,-263,-19054.35
992,XLB,-432,-18757.44
1000,XLF,1063,18748.140567
1015,XLF,-1063,-18325.185623
1032,XLE,315,18288.9
1043,XLY,49,3831.8
1043,XLE,-315,-19813.5
1043,XLB,358,15956.06
1044,XLY,-8,-626.48
1044,XLB,14,635.46
1045,XLY,-12,-937.08
1045,XLB,21,953.82
1046,XLY,-2,-156.26
1046,XLB,2,91.26
1047,XLY,-3,-234.0
1047,XLB,6,270.66
1048,XLY,231,17890.95
1048,XLB,-401,-17864.55
1057,XLY,-255,-20114.4
1057,XLF,1108,20144.615588
1063,XLF,1,18.660151
1064,XLF,-1,-18.595189
1074,XLF,1,18.928116
1079,XLF,-1109,-20829.185877
1081,XLV,295,20815.2
1083,XLV,-295,-20443.5
1083,XLK,482,20422.34
1091,XLY,5,391.8
1091,XLV,4,281.64
1091,XLK,-16,-695.2
1092,XLY,262,20642.980000000003
1092,XLV,-4,-283.4
1092,XLK,-466,-20387.5
1094,XLV,298,21211.640000000003
1094,XLY,-267,-21178.44
1097,XLV,-298,-21613.94
1101,XLP,402,21659.76
1106,XLP,-402,-21599.46
1106,XLU,428,21596.88
1111,XLU,-1,-50.19
1112,XLU,1,50.33
1114,XLP,412,21829.82
1114,XLU,-428,-21840.84
1118,XLP,-412,-22614.68
1126,XLK,502,22615.1
1134,XLK,-502,-23026.74
1138,XLI,397,23014.09
1148,XLY,1,82.16
1148,XLP,416,22859.2
1148,XLI,-390,-22990.5
1149,XLY,-1,-81.69
1149,XLP,-9,-492.39
1149,XLI,10,586.9
1150,XLY,2,163.0
1150,XLP,13,713.18
1150,XLI,-15,-882.9
1151,XLY,-2,-162.9
1151,XLP,3,165.14999999999998
1151,XLI,-1,-59.04
1152,XLP,2,109.84
1152,XLI,-1,-59.02
1153,XLP,-7,-385.0
1153,XLI,7,412.79
1154,XLY,1,81.83
1154,XLP,-5,-274.45
1154,XLI,3,177.06
1155,XLP,3,164.39999999999998
1155,XLI,-3,-176.52
1156,XLY,-1,-81.17
1156,XLP,6,327.54
1156,XLI,-4,-235.32
1157,XLY,1,80.94
1157,XLP,-415,-22538.65
1157,XLU,459,22559.85
1157,XLI,-3,-175.98
1158,XLY,-1,-81.22
1158,XLU,12,594.5999999999999
1158,XLP,-7,-382.41
1159,XLY,286,23100.22
1159,XLU,-471,-23093.13
1171,XLY,-286,-22453.86
1171,XLB,480,22444.8
1175,XLB,-1,-47.55
1176,XLB,1,47.31
1177,XLI,36,2068.92
1177,XLB,-46,-2166.1400000000003
1178,XLI,21,1215.27
1178,XLB,-3,-141.69
1179,XLI,5,291.6
1179,XLB,-7,-334.39000000000004
1180,XLY,1,79.4
1180,XLE,5,348.29999999999995
1180,XLI,52,3008.72
1180,XLB,-73,-3460.2
1181,XLY,1,80.04
1181,XLE,-4,-282.44
1181,XLI,30,1751.4
1181,XLB,-31,-1480.25
1182,XLY,3,239.97
1182,XLE,3,211.68
1182,XLI,-44,-2570.92
1182,XLB,42,2002.98
1183,XLY,5,398.55
1183,XLE,-4,-279.36
1183,XLI,-64,-3708.16
1183,XLB,77,3622.08
1184,XLY,-7,-560.2800000000001
1184,XLI,120,6997.200000000001
1184,XLB,-137,-6488.32
1185,XLY,-3,-240.3
1185,XLE,1,71.02
1185,XLI,-11,-641.4100000000001
1185,XLB,18,859.5
1186,XLI,-95,-5468.2
1186,XLB,120,5623.2
1186,XLE,-1,-70.61
1187,XLI,45,2592.9
1187,XLB,-56,-2639.84
1188,XLI,-32,-1824.64
1188,XLB,39,1813.5
1189,XLI,30,1713.9
1189,XLB,-36,-1670.7599999999998
1190,XLI,9,513.99
1190,XLB,-11,-507.87
1191,XLI,16,915.68
1191,XLB,-20,-926.4
1192,XLI,11,627.88
1192,XLB,-13,-602.68
1193,XLI,-21,-1201.2
1193,XLB,25,1169.5
1194,XLI,-45,-2582.1
1194,XLB,55,2591.6
1195,XLY,1,78.96
1195,XLI,2,114.14
1195,XLB,-5,-235.4
1196,XLY,-1,-79.59
1196,XLI,-4,-227.96
1196,XLB,8,376.48
1197,XLI,-11,-628.1
1197,XLB,12,566.04
1198,XLI,-4,-227.8
1198,XLB,4,186.96
1199,XLY,1,78.88
1199,XLI,19,1085.85
1199,XLB,-23,-1073.41
1200,XLY,-1,-78.22
1200,XLB,81,3775.41
1200,XLI,-65,-3689.4
1204,XLY,1,77.08
1204,XLP,14,734.16
1204,XLB,-483,-22329.09
1204,XLU,448,21468.16
1205,XLY,-1,-76.88
1205,XLP,-4,-208.32
1205,XLB,50,2312.0
1205,XLU,-43,-2068.3
1206,XLP,-9,-464.49
